"","var_1","var_2","intercept_est","slope_est","p_value","n"
"106","positive_feedback","motivated",2.31796101323883,0.421328051704365,1.03538880940041e-15,320
"107","motivated","depressive_tendencies",4.57281686912676,-0.232683933073573,3.31170022062874e-05,303
"108","other_better_lives","depressive_tendencies",1.7473976325365,0.522557689650406,1.24358014442372e-18,302
"109","other_better_lives","bad_sleep",1.94931537102474,0.371576855123674,4.41118195215369e-08,307
"110","other_better_lives","stress_level",1.98572264482152,0.434172030427154,3.53776536885332e-08,294
"111","other_better_lives","house_income_midpoint",3.39505635279411,-4.76775846506613e-06,0.000105315604984855,272
"112","depressive_tendencies","bad_sleep",0.869220281951606,0.544801879677441,1.23440569515872e-19,298
"113","depressive_tendencies","is_phone_distracting",1.79208022101708,0.229646304444217,2.67420246149194e-05,281
"114","depressive_tendencies","stress_level",1.06828266909966,0.577012399950233,6.4786355500095e-16,286
"115","bad_sleep","stress_level",1.58392282958199,0.522909967845656,2.0585703040348e-16,289
"116","social_media_makes_lonely","feel_constant_need_to_look_at_phone",1.90587178184943,0.271555260382076,1.13890622306426e-09,309
"117","social_media_makes_lonely","phone_better_life",1.83754508266163,0.258139084549657,4.87777311096975e-06,312
"118","feel_constant_need_to_look_at_phone","is_phone_distracting",1.58847681528094,0.500156201187128,1.61416058770793e-15,286
"119","feel_constant_need_to_look_at_phone","phone_at_work_time",2.5432556392464,0.339333372872309,4.96544580811135e-08,308
"120","feel_constant_need_to_look_at_phone","mobile_per_day",2.01829215128952,0.371684656564422,1.89410107333605e-15,309
"121","feel_constant_need_to_look_at_phone","consciously_no_phone",3.42504672225418,-0.234743387004025,4.85652154659847e-12,308
"122","is_phone_distracting","mobile_per_day",1.89925559653603,0.246625866331617,5.19491970205065e-08,290
"123","is_phone_distracting","consciously_no_phone",2.76918301809582,-0.132659855594166,5.321947804656e-05,290
"124","phone_at_work_time","mobile_per_day",-0.0304910703890848,0.330442172910797,3.58763209514963e-15,312
"125","mobile_per_day","consciously_no_phone",2.473852944115,-0.172806239090701,1.48552520152246e-05,312
