"","var_1","var_2","intercept_est","slope_est","p_value","n"
"90","searching_new_employment","personal_satisfaction",4.85517636937195,-0.55678233438486,4.09684377911049e-16,329
"91","searching_new_employment","go_above",3.59065370133602,-0.175196180779561,0.0306054263452297,317
"92","searching_new_employment","fatigued",2.3308234813124,0.207454601206091,0.0330849100571834,316
"93","searching_new_employment","lonely",2.10968783095467,0.342679913258361,2.92014803527224e-05,308
"94","searching_new_employment","difficult_to_concentrate",2.24948631575732,0.245010197300579,0.000159697795841572,317
"95","searching_new_employment","efficiency_compared_to_peers",2.36256831732361,0.238520619410401,0.00166484928995321,318
"96","searching_new_employment","positive_feedback",3.62079782855361,-0.184606314103276,0.019317423782702,318
"97","searching_new_employment","motivated",4.45978995222359,-0.393660682339571,1.81814924759159e-07,318
"98","searching_new_employment","other_better_lives",1.97677664974619,0.301586294416243,1.80541789728815e-05,312
"99","searching_new_employment","depressive_tendencies",2.03383162863886,0.355625491738787,5.01752228650944e-06,301
"100","searching_new_employment","stress_level",2.23101228788765,0.278232884727911,0.00643511269179519,294
"101","searching_new_employment","house_income_midpoint",3.21720263577448,-3.74260748409135e-06,0.0172367716245775,272
"102","personal_satisfaction","go_above",1.84565496325674,0.414534002099613,7.55858042769819e-12,318
"103","personal_satisfaction","use_time_efficient",2.15388540231645,0.349252512883309,5.30414694354334e-08,319
"104","personal_satisfaction","fatigued",4.17407212914811,-0.243660325580607,0.00108716264279833,317
"105","personal_satisfaction","lonely",4.04096043423087,-0.223875158627449,0.000357059012362548,309
"106","personal_satisfaction","difficult_to_concentrate",4.05428454159889,-0.204543727102748,4.3469046769072e-05,318
"107","personal_satisfaction","efficiency_compared_to_peers",3.89327552424229,-0.170488181098094,0.0037379013219644,318
"108","personal_satisfaction","positive_feedback",2.92883024173922,0.150018928127197,0.0126998086027176,319
"109","personal_satisfaction","motivated",1.17764183250457,0.584293726608639,2.00886400590563e-26,319
"110","personal_satisfaction","other_better_lives",4.15165928007783,-0.204968832198322,0.000137822476754335,313
"111","personal_satisfaction","depressive_tendencies",4.03928883975863,-0.212242641978721,0.000392653050522629,302
"112","personal_satisfaction","social_media_makes_lonely",3.15175832798345,0.145005587654849,0.0193913212842054,312
"113","personal_satisfaction","phone_better_life",3.14017356915303,0.12614888864477,0.0441811729845181,311
"114","personal_satisfaction","phone_at_work_time",3.60599622285176,-0.120160528800755,0.0327259578038937,311
"115","personal_satisfaction","house_income_midpoint",3.32239407345498,2.59664093625845e-06,0.0321696838347628,273
"116","go_above","use_time_efficient",1.5090049441401,0.647199379758263,4.64919642475793e-35,319
"117","go_above","fatigued",4.86785357342504,-0.304321311808649,4.81230357994582e-06,317
"118","go_above","lonely",4.45331641307216,-0.171531241754514,0.00262554286330916,309
"119","go_above","difficult_to_concentrate",4.75271258001542,-0.268761065964498,9.7938676532632e-10,318
"120","go_above","efficiency_compared_to_peers",4.9134369060408,-0.397942318816626,2.95575641008831e-15,318
"121","go_above","positive_feedback",2.99128751210068,0.265569538560827,8.67083813060735e-07,319
"122","go_above","motivated",2.18085139755936,0.467076575587416,7.24479080072081e-21,319
"123","go_above","depressive_tendencies",4.55256551978258,-0.204539173690755,0.000139538933298101,302
"124","go_above","phone_at_work_time",4.19528414205651,-0.209890524726312,2.42784464516588e-05,311
"125","go_above","mobile_per_day",4.22495069147279,-0.0791819974855537,0.0416241968661067,312
"126","go_above","consciously_no_phone",3.86181374638814,0.0733267017194825,0.00817008432987249,311
"127","use_time_efficient","fatigued",4.5060082360089,-0.212431647876863,0.000896725241186884,318
"128","use_time_efficient","lonely",4.21471948019494,-0.120717231038359,0.0275351563293048,310
"129","use_time_efficient","difficult_to_concentrate",4.66117796073464,-0.279290690310322,2.03484051380475e-11,319
"130","use_time_efficient","efficiency_compared_to_peers",4.70217793301829,-0.354633244298334,2.04036288331772e-13,319
"131","use_time_efficient","positive_feedback",3.25944947031396,0.16981111803511,0.000901812953321178,320
"132","use_time_efficient","motivated",2.54908787657668,0.346043990409674,1.46227924074369e-12,320
"133","use_time_efficient","other_better_lives",4.21669091105004,-0.0924519153062876,0.0479718286200585,314
"134","use_time_efficient","depressive_tendencies",4.33742837497136,-0.167476506990603,0.00121798632553616,303
"135","use_time_efficient","is_phone_distracting",4.20723084931033,-0.109948382059513,0.0234389060259995,290
"136","use_time_efficient","phone_at_work_time",4.02920087891755,-0.149435256929186,0.00192709152526623,312
"137","use_time_efficient","consciously_no_phone",3.73950503370497,0.0711477317473094,0.00764706819536507,312
"138","fatigued","lonely",2.01407486305539,0.298044735240414,7.23740770714689e-11,308
"139","fatigued","difficult_to_concentrate",2.05456892534965,0.240106326909415,4.07932363755891e-11,317
"140","fatigued","efficiency_compared_to_peers",2.17821249844906,0.230799454071715,7.9801596891047e-08,317
"141","fatigued","positive_feedback",3.03288861980234,-0.0886652107163679,0.0480526320860414,318
"142","fatigued","motivated",3.39298718245531,-0.178130195946371,4.78760175417745e-05,318
"143","fatigued","other_better_lives",1.97786653963135,0.235406207629448,3.00273003142103e-09,312
"144","fatigued","depressive_tendencies",1.95148399158681,0.312713250759524,3.26597072771792e-13,301
"145","fatigued","bad_sleep",1.60311447811449,0.391273849607181,9.3303957343765e-17,306
"146","fatigued","social_media_makes_lonely",2.42869415807561,0.0945017182130579,0.0415437919070065,311
"147","fatigued","feel_constant_need_to_look_at_phone",2.26481538570988,0.151280166314908,3.97128583500459e-05,307
"148","fatigued","is_phone_distracting",2.38111555722593,0.125516768730793,0.00280629991850796,288
"149","fatigued","stress_level",1.95560253699788,0.325698848954661,4.033276334648e-09,293
"150","fatigued","mobile_per_day",2.45918231301193,0.111042194410791,0.000545304356308291,311
"151","lonely","difficult_to_concentrate",1.47082286659015,0.293657354274846,1.89232368062116e-11,309
"152","lonely","efficiency_compared_to_peers",1.60411590671771,0.290006091193875,2.07088825309341e-08,309
"153","lonely","motivated",2.8807636647,-0.161404875876655,0.00247955071090041,310
"154","lonely","other_better_lives",1.03741493414709,0.401960141909032,4.31115647706253e-18,309
"155","lonely","depressive_tendencies",0.901304419876418,0.568795719798301,2.4787212097307e-31,300
"156","lonely","bad_sleep",1.15404575892858,0.395228794642856,3.75123228756007e-12,304
"157","lonely","social_media_makes_lonely",1.81487341772151,0.156645569620253,0.00468940415241209,309
"158","lonely","feel_constant_need_to_look_at_phone",1.86928251842791,0.130331219622107,0.00384206622195917,305
"159","lonely","is_phone_distracting",1.92364310596696,0.131261939543769,0.00969770889978396,286
"160","lonely","stress_level",1.33549575524588,0.400888995675157,2.48624427275542e-09,290
"161","lonely","mobile_per_day",2.01327996232634,0.109489051094891,0.00479877834590726,309
"162","lonely","consciously_no_phone",2.40980285437834,-0.0639876632801161,0.0209475535573862,308
"163","lonely","house_income_midpoint",2.56834715366446,-3.62724031248084e-06,0.000879682738301194,269
"164","difficult_to_concentrate","efficiency_compared_to_peers",1.33639054487847,0.573894192687706,1.38045044350005e-20,318
"165","difficult_to_concentrate","motivated",4.1392513952415,-0.39079350425916,1.23474294851897e-09,319
"166","difficult_to_concentrate","other_better_lives",1.70739444322906,0.291894552614307,1.14839910294527e-06,313
"167","difficult_to_concentrate","depressive_tendencies",1.48169130855326,0.452950117451984,2.27701916614192e-12,302
"168","difficult_to_concentrate","bad_sleep",1.42873384726305,0.415617547556985,1.47381469775197e-08,307
"169","difficult_to_concentrate","social_media_makes_lonely",2.16682025471988,0.153588053212353,0.0263048101635169,312
"170","difficult_to_concentrate","feel_constant_need_to_look_at_phone",1.83269863250823,0.268738099359528,1.06955234441584e-06,308
"171","difficult_to_concentrate","is_phone_distracting",1.72709724993494,0.362269020560425,7.46753402612901e-09,290
"172","difficult_to_concentrate","phone_at_work_time",2.4742697495569,0.151978210147903,0.0160769420555265,311
"173","difficult_to_concentrate","stress_level",1.81032338308458,0.334577114427859,9.21632749744581e-05,295
"174","difficult_to_concentrate","mobile_per_day",2.30882641348361,0.134415052547789,0.00528671282573935,312
"175","difficult_to_concentrate","consciously_no_phone",3.03611834699158,-0.161555346317325,2.2746881283449e-06,311
"176","efficiency_compared_to_peers","positive_feedback",3.08314022124088,-0.230641423636921,5.45180479108848e-05,319
"177","efficiency_compared_to_peers","motivated",3.28863664974194,-0.28177583819395,3.98924266915341e-07,319
"178","efficiency_compared_to_peers","other_better_lives",1.32774835152956,0.279663459806148,4.85826522302252e-08,313
"179","efficiency_compared_to_peers","depressive_tendencies",1.32648196766615,0.350317811247755,4.67101887305625e-10,302
"180","efficiency_compared_to_peers","bad_sleep",1.50922040636044,0.233602031802119,0.000228035840855537,307
"181","efficiency_compared_to_peers","feel_constant_need_to_look_at_phone",1.89005775252963,0.102199946496294,0.0348581256186874,308
"182","efficiency_compared_to_peers","is_phone_distracting",1.72036653857522,0.18051039511282,0.0010358462300288,289
"183","efficiency_compared_to_peers","phone_at_work_time",2.07584865116009,0.119667799169498,0.0248554921141803,311
"184","efficiency_compared_to_peers","stress_level",1.68501243781095,0.18594527363184,0.00978425584439995,295
"185","efficiency_compared_to_peers","mobile_per_day",1.9650551820664,0.0978133675974572,0.0187200785820108,312
"186","efficiency_compared_to_peers","consciously_no_phone",2.38414994795117,-0.0794336140815747,0.00768522120590167,311
"187","positive_feedback","motivated",2.31796101323883,0.421328051704365,1.03538880940041e-15,320
"188","positive_feedback","other_better_lives",4.3073110285006,-0.101610904584882,0.0451149833962224,314
"189","positive_feedback","depressive_tendencies",4.27616319046528,-0.116181526472611,0.0414784432008463,303
"190","motivated","other_better_lives",4.37471041430956,-0.11793545606379,0.0211895740801761,314
"191","motivated","depressive_tendencies",4.57281686912676,-0.232683933073573,3.31170022062874e-05,303
"192","motivated","bad_sleep",4.54713666062705,-0.191566463515073,0.00210646585773142,308
"193","motivated","phone_better_life",3.45941955316728,0.177087115435819,0.00275026869807522,312
"194","motivated","phone_at_work_time",4.09445472418179,-0.115714505994372,0.0288677699587256,312
"195","other_better_lives","depressive_tendencies",1.7473976325365,0.522557689650406,1.24358014442372e-18,302
"196","other_better_lives","bad_sleep",1.94931537102474,0.371576855123674,4.41118195215369e-08,307
"197","other_better_lives","feel_constant_need_to_look_at_phone",2.66656135972327,0.108937400287488,0.0371783415459351,308
"198","other_better_lives","is_phone_distracting",2.65287220415804,0.133718702444685,0.0224950702737844,289
"199","other_better_lives","phone_at_work_time",2.89136684380173,0.117402793506984,0.04221889052894,311
"200","other_better_lives","stress_level",1.98572264482152,0.434172030427154,3.53776536885332e-08,294
"201","other_better_lives","mobile_per_day",2.77143037422848,0.100388913108322,0.024793003472348,312
"202","other_better_lives","house_income_midpoint",3.39505635279411,-4.76775846506613e-06,0.000105315604984855,272
"203","depressive_tendencies","bad_sleep",0.869220281951606,0.544801879677441,1.23440569515872e-19,298
"204","depressive_tendencies","feel_constant_need_to_look_at_phone",2.02670723461798,0.117308992562542,0.0152889561064172,298
"205","depressive_tendencies","is_phone_distracting",1.79208022101708,0.229646304444217,2.67420246149194e-05,281
"206","depressive_tendencies","stress_level",1.06828266909966,0.577012399950233,6.4786355500095e-16,286
"207","depressive_tendencies","mobile_per_day",2.07209182039851,0.136770030294821,0.00107119161764929,302
"208","depressive_tendencies","consciously_no_phone",2.60125936394394,-0.0871221022879086,0.00401948115994159,301
"209","depressive_tendencies","house_income_midpoint",2.68282098509149,-3.51430845013648e-06,0.00203507729518352,267
"210","bad_sleep","is_phone_distracting",2.4868574504351,0.103592894949313,0.033636987561882,286
"211","bad_sleep","stress_level",1.58392282958199,0.522909967845656,2.0585703040348e-16,289
"212","bad_sleep","mobile_per_day",2.50753183095224,0.116892820850021,0.00174751023171659,306
"213","bad_sleep","house_income_midpoint",2.97306147012314,-2.53457908683009e-06,0.015431521764278,266
"214","social_media_makes_lonely","feel_constant_need_to_look_at_phone",1.90587178184943,0.271555260382076,1.13890622306426e-09,309
"215","social_media_makes_lonely","phone_better_life",1.83754508266163,0.258139084549657,4.87777311096975e-06,312
"216","social_media_makes_lonely","mobile_per_day",2.45038699513688,0.105093723600995,0.00738234749360103,313
"217","social_media_makes_lonely","consciously_no_phone",2.88047521936139,-0.0779269245913971,0.0055990874124764,312
"218","social_media_makes_lonely","house_income_midpoint",2.87433574299828,-2.89215595854594e-06,0.00714735952618378,273
"219","feel_constant_need_to_look_at_phone","is_phone_distracting",1.58847681528094,0.500156201187128,1.61416058770793e-15,286
"220","feel_constant_need_to_look_at_phone","phone_at_work_time",2.5432556392464,0.339333372872309,4.96544580811135e-08,308
"221","feel_constant_need_to_look_at_phone","stress_level",2.2481260888943,0.225537863133583,0.0122608977553498,290
"222","feel_constant_need_to_look_at_phone","mobile_per_day",2.01829215128952,0.371684656564422,1.89410107333605e-15,309
"223","feel_constant_need_to_look_at_phone","consciously_no_phone",3.42504672225418,-0.234743387004025,4.85652154659847e-12,308
"224","is_phone_distracting","stress_level",1.77203546536438,0.276136740789909,0.00104248398037309,272
"225","is_phone_distracting","mobile_per_day",1.89925559653603,0.246625866331617,5.19491970205065e-08,290
"226","is_phone_distracting","consciously_no_phone",2.76918301809582,-0.132659855594166,5.321947804656e-05,290
"227","phone_better_life","mobile_per_day",2.94011464953459,0.119782235089217,0.00206270766646271,312
"228","phone_at_work_time","mobile_per_day",-0.0304910703890848,0.330442172910797,3.58763209514963e-15,312
"229","phone_at_work_time","consciously_no_phone",0.935045710766897,-0.110061105584766,0.000407461108526663,311
"230","stress_level","mobile_per_day",2.06795217299022,0.0688847868173429,0.0383303327875776,293
"231","mobile_per_day","consciously_no_phone",2.473852944115,-0.172806239090701,1.48552520152246e-05,312
